full_name,fighter_id,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url,weight_class,total_fights,win_rate
Ivan Menjivar,1720,The Pride of El Salvador,167.64,145.0,162.56,Orthodox,1982-05-30,25,12,0,,http://ufcstats.com/fighter-details/5755960ebd0b16f6,Featherweight,37,0.6756756756756757
Andreas Michailidis,1708,The Spartan,182.88,170.0,193.04,Orthodox,1988-07-18,13,6,0,,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4,Welterweight,19,0.6842105263157895
Curtis Millender,1697,Curtious,187.96,170.0,193.04,Orthodox,1987-12-01,17,5,0,,http://ufcstats.com/fighter-details/f1928a52590c5532,Welterweight,22,0.7727272727272727
Jim Miller,1693,A-10,172.72,155.0,180.34,Southpaw,1983-08-30,36,17,0,1.0,http://ufcstats.com/fighter-details/d1941565abf50b16,Lightweight,53,0.6792452830188679
Cole Miller,1692,Magrinho,185.42,145.0,185.42,Orthodox,1984-04-26,21,11,0,1.0,http://ufcstats.com/fighter-details/282fa667ff9c51ed,Featherweight,32,0.65625
Mo Miller,1688,Moshow,172.72,135.0,182.88,Orthodox,1992-08-10,6,0,0,,http://ufcstats.com/fighter-details/39019970ac8543e9,Bantamweight,6,1.0
Juliana Miller,1687,Killer,170.18,125.0,167.64,Orthodox,1996-05-07,4,3,0,,http://ufcstats.com/fighter-details/aa0c573da7119292,Flyweight,7,0.5714285714285714
Che Mills,1685,Beautiful,185.42,170.0,193.04,Orthodox,1982-09-29,16,10,0,3.0,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685,Welterweight,26,0.6153846153846154
Adam Milstead,1684,The Prototype,190.5,205.0,193.04,Orthodox,1987-07-03,8,4,0,,http://ufcstats.com/fighter-details/72ffecf712673af1,Light Heavyweight,12,0.6666666666666666
Alberto Mina,1683,Soldier of God,182.88,170.0,195.58,Orthodox,1982-05-02,13,1,0,,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,Welterweight,14,0.9285714285714286
Carlton Minus,1678,Clutch,177.8,170.0,190.5,Orthodox,1993-04-26,10,3,0,1.0,http://ufcstats.com/fighter-details/40d8b74488743800,Welterweight,13,0.7692307692307693
Vitor Miranda,1673,Lex Luthor,185.42,185.0,195.58,Orthodox,1979-03-10,12,5,0,,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,Middleweight,17,0.7058823529411765
Gabriel Miranda,1672,Fly,180.34,145.0,180.34,Orthodox,1990-03-25,17,6,0,,http://ufcstats.com/fighter-details/b909a9a9688b5284,Featherweight,23,0.7391304347826086
David Mitchell,1666,Daudi,182.88,170.0,190.5,Orthodox,1979-10-24,22,7,0,,http://ufcstats.com/fighter-details/8f3df4c579cfbb69,Welterweight,29,0.7586206896551724
Bryce Mitchell,1662,Thug Nasty,177.8,145.0,177.8,Southpaw,1994-10-04,16,2,0,,http://ufcstats.com/fighter-details/d9c6f19f958643e9,Featherweight,18,0.8888888888888888
Roxanne Modafferi,1648,The Happy Warrior,170.18,125.0,175.26,Orthodox,1982-09-24,25,21,0,,http://ufcstats.com/fighter-details/4498b382c65a7faa,Flyweight,46,0.5434782608695652
Bobby Moffett,1647,The Wolfman,177.8,145.0,185.42,Orthodox,1990-06-01,13,5,0,1.0,http://ufcstats.com/fighter-details/d76ad9a08c4408ff,Featherweight,18,0.7222222222222222
Muhammad Mokaev,1642,The Punisher,170.18,125.0,177.8,Orthodox,2000-07-30,10,0,0,1.0,http://ufcstats.com/fighter-details/75353550928a7921,Flyweight,10,1.0
Ashkan Mokhtarian,1641,The Assassin,167.64,125.0,170.18,Southpaw,1985-09-15,13,3,0,,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,Flyweight,16,0.8125
Jeff Molina,1638,El Jefe,167.64,125.0,175.26,Orthodox,1997-07-17,11,2,0,,http://ufcstats.com/fighter-details/008ea710276c9606,Flyweight,13,0.8461538461538461
Jeff Monson,1635,The Snowman,175.26,247.0,187.96,Orthodox,1971-01-18,60,26,1,,http://ufcstats.com/fighter-details/cbfd1d34356a004c,Heavyweight,87,0.6896551724137931
Darrell Montague,1634,Mongoose,167.64,125.0,170.18,Southpaw,1987-11-03,13,5,0,,http://ufcstats.com/fighter-details/bffeb123b21c9aad,Flyweight,18,0.7222222222222222
Augusto Montano,1632,Dodger,185.42,170.0,185.42,Orthodox,1984-10-25,15,3,0,,http://ufcstats.com/fighter-details/94508d80e1f885fc,Welterweight,18,0.8333333333333334
Erick Montano,1631,Perry,182.88,170.0,185.42,Orthodox,1985-11-19,7,5,0,,http://ufcstats.com/fighter-details/8163cd7de0342652,Welterweight,12,0.5833333333333334
James Moontasri,1627,Moon Walker,177.8,170.0,180.34,Switch,1988-04-10,9,5,0,,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,Welterweight,14,0.6428571428571429
Sergio Moraes,1621,The Panther,182.88,170.0,182.88,Orthodox,1982-07-23,14,6,1,,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,Welterweight,21,0.6666666666666666
Marlon Moraes,1620,Magic,167.64,135.0,170.18,Orthodox,1988-04-26,23,10,1,,http://ufcstats.com/fighter-details/fea79f9bc8c68769,Bantamweight,34,0.6764705882352942
Albert Morales,1615,The Warrior,175.26,135.0,182.88,Orthodox,1991-05-25,7,4,1,,http://ufcstats.com/fighter-details/544d7460b3e44393,Bantamweight,12,0.5833333333333334
Vince Morales,1613,Vandetta,175.26,135.0,177.8,Orthodox,1990-11-12,11,7,0,,http://ufcstats.com/fighter-details/37098a6e6c27fb66,Bantamweight,18,0.6111111111111112
Omar Morales,1612,Venezuelan Fighter,180.34,155.0,185.42,Orthodox,1985-10-17,11,4,0,,http://ufcstats.com/fighter-details/a0e6753c42698f13,Lightweight,15,0.7333333333333333
Sarah Moras,1610,Cheesecake,170.18,135.0,170.18,Orthodox,1988-04-30,6,8,0,,http://ufcstats.com/fighter-details/539ed332b3078821,Bantamweight,14,0.42857142857142855
Vinicius Moreira,1605,Mamute,193.04,205.0,193.04,Orthodox,1989-02-28,9,5,0,,http://ufcstats.com/fighter-details/acb36c908d415c4a,Light Heavyweight,14,0.6428571428571429
Brandon Moreno,1603,The Assassin Baby,170.18,125.0,177.8,Orthodox,1993-12-07,21,7,2,,http://ufcstats.com/fighter-details/792be9a24df82ed6,Flyweight,30,0.7
Dan Moret,1601,The Hitman,182.88,155.0,185.42,Southpaw,1986-11-21,13,6,0,,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,Lightweight,19,0.6842105263157895
Alexander Morgan,1598,The Chess Master,177.8,145.0,180.34,Orthodox,1991-05-14,11,5,0,,http://ufcstats.com/fighter-details/938ea36fe9c269f0,Featherweight,16,0.6875
Alex Morono,1597,The Great White,180.34,170.0,182.88,Orthodox,1990-08-16,23,8,0,1.0,http://ufcstats.com/fighter-details/cdb96af67d096b1e,Welterweight,31,0.7419354838709677
Maryna Moroz,1596,Iron Lady,170.18,125.0,170.18,Orthodox,1991-09-08,11,5,0,,http://ufcstats.com/fighter-details/b4192a975027aab6,Flyweight,16,0.6875
Carlos Mota,1589,Tizil,162.56,125.0,175.26,Orthodox,1995-04-15,8,2,0,,http://ufcstats.com/fighter-details/b15862fcd6ded451,Flyweight,10,0.8
Nikolas Motta,1587,Iron,175.26,155.0,177.8,Orthodox,1993-02-08,13,5,0,,http://ufcstats.com/fighter-details/37f560436d745c18,Lightweight,18,0.7222222222222222
Eduarda Moura,1585,Ronda,167.64,115.0,170.18,Orthodox,1994-02-28,9,0,0,,http://ufcstats.com/fighter-details/de594b35c45c2e9a,Flyweight,9,1.0
Lauren Mueller,1578,Princess Tiger,165.1,125.0,170.18,Orthodox,1991-11-15,5,3,0,,http://ufcstats.com/fighter-details/f923e012414c883e,Flyweight,8,0.625
Belal Muhammad,1577,Remember the Name,180.34,170.0,182.88,Orthodox,1988-07-09,23,3,0,1.0,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Welterweight,26,0.8846153846153846
Pedro Munhoz,1571,The Young Punisher,167.64,135.0,165.1,Orthodox,1986-09-07,20,8,0,2.0,http://ufcstats.com/fighter-details/6bd02119599741a4,Bantamweight,28,0.7142857142857143
Andre Muniz,1570,Sergipano,185.42,185.0,198.12,Southpaw,1990-02-17,23,6,0,,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,Middleweight,29,0.7931034482758621
Mark Munoz,1569,The Filipino Wrecking Machine,182.88,185.0,180.34,Orthodox,1978-02-09,14,6,0,,http://ufcstats.com/fighter-details/179f1948dc234f1f,Middleweight,20,0.7
Johnny Munoz,1567,Kid Kvenbo,175.26,135.0,180.34,Orthodox,1993-02-16,12,3,0,,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,Bantamweight,15,0.8
Olivier Murad,1565,Warrior of God,177.8,145.0,182.88,Southpaw,1993-12-21,6,0,0,,http://ufcstats.com/fighter-details/c3dd69333eb8085a,Featherweight,6,1.0
Lauren Murphy,1554,Lucky,165.1,125.0,170.18,Orthodox,1983-07-27,16,6,0,,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,Flyweight,22,0.7272727272727273
Lerone Murphy,1552,The Miracle,175.26,145.0,185.42,Orthodox,1991-07-22,13,0,1,,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,Featherweight,14,0.9285714285714286
Jesse Murray,1550,Hollywood,190.5,205.0,198.12,Orthodox,1993-01-26,8,4,0,,http://ufcstats.com/fighter-details/d0147e906106cd2e,Light Heavyweight,12,0.6666666666666666
Azamat Murzakanov,1548,The Professional,177.8,205.0,180.34,Southpaw,1989-04-12,13,0,0,,http://ufcstats.com/fighter-details/e90a2f22417af68e,Light Heavyweight,13,1.0
Nicholas Musoke,1547,Nico,182.88,170.0,190.5,Orthodox,1986-04-05,13,5,0,1.0,http://ufcstats.com/fighter-details/8b5f9ea38184ded3,Welterweight,18,0.7222222222222222
Magomed Mustafaev,1545,The Sniper,172.72,155.0,180.34,Orthodox,1988-08-02,14,4,0,,http://ufcstats.com/fighter-details/31d7446b184e3305,Lightweight,18,0.7777777777777778
Elvis Mutapcic,1543,The King,182.88,185.0,182.88,Orthodox,1986-07-19,15,6,1,,http://ufcstats.com/fighter-details/28c55b4087a6f136,Middleweight,22,0.6818181818181818
Muhammad Naimov,1536,Hillman,175.26,145.0,177.8,Orthodox,1994-08-07,9,2,0,,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Featherweight,11,0.8181818181818182
Kazuhiro Nakamura,1532,Kaz,180.34,205.0,177.8,Orthodox,1979-07-16,21,13,0,,http://ufcstats.com/fighter-details/b034747dc1d15491,Light Heavyweight,34,0.6176470588235294
Keita Nakamura,1531,K-Taro,180.34,170.0,185.42,Southpaw,1984-05-22,34,10,2,1.0,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,Welterweight,46,0.7391304347826086
Rinya Nakamura,1528,Hybred,170.18,135.0,172.72,Southpaw,1995-03-23,8,0,0,,http://ufcstats.com/fighter-details/d8c811df0386d5e8,Bantamweight,8,1.0
Rose Namajunas,1523,Thug,165.1,125.0,165.1,Orthodox,1992-06-29,12,6,0,,http://ufcstats.com/fighter-details/47b63240018d5d86,Flyweight,18,0.6666666666666666
Nad Narimani,1521,Smiler,172.72,145.0,177.8,Orthodox,1987-04-14,12,4,0,,http://ufcstats.com/fighter-details/776a58a67665a171,Featherweight,16,0.75
Allan Nascimento,1518,Puro Osso,172.72,125.0,175.26,Orthodox,1991-09-11,20,6,0,,http://ufcstats.com/fighter-details/253076a23d03dcd0,Flyweight,26,0.7692307692307693
Rodrigo Nascimento,1517,Ze Colmeia,187.96,246.0,203.2,Orthodox,1992-11-26,9,1,0,2.0,http://ufcstats.com/fighter-details/d31a5546c0e9b213,Heavyweight,10,0.9
Rafael Natal,1512,Sapo,182.88,185.0,195.58,Orthodox,1982-12-25,21,9,1,,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,Middleweight,31,0.6774193548387096
Kevin Natividad,1511,Quicksand,167.64,135.0,177.8,Orthodox,1993-04-02,9,4,0,,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,Bantamweight,13,0.6923076923076923
Ismail Naurdiev,1510,The Austrian Wonderboy,177.8,170.0,187.96,Orthodox,1996-08-18,19,4,0,,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,Welterweight,23,0.8260869565217391
Tafon Nchukwi,1507,Da Don,182.88,185.0,195.58,Orthodox,1994-10-14,6,4,0,,http://ufcstats.com/fighter-details/6aae253467e8f9ce,Middleweight,10,0.6
Geoff Neal,1503,Handz of Steel,180.34,170.0,190.5,Southpaw,1990-08-28,15,5,0,,http://ufcstats.com/fighter-details/b997be68943010fc,Welterweight,20,0.75
Stanislav Nedkov,1502,Stucky,180.34,205.0,180.34,Orthodox,1981-12-09,12,2,0,1.0,http://ufcstats.com/fighter-details/1d4bbaabd8b60173,Light Heavyweight,14,0.8571428571428571
Josh Neer,1501,The Dentist,180.34,170.0,182.88,Orthodox,1983-03-24,36,16,1,,http://ufcstats.com/fighter-details/d1a1314976c50bef,Welterweight,53,0.6792452830188679
Shane Nelson,1498,Sugar,175.26,155.0,177.8,Southpaw,1984-11-29,16,7,0,,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,Lightweight,23,0.6956521739130435
Roy Nelson,1497,Big Country,182.88,263.0,185.42,Orthodox,1976-06-20,22,14,0,,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,Heavyweight,36,0.6111111111111112
Gunnar Nelson,1496,Gunni,180.34,170.0,182.88,Switch,1988-07-28,19,5,1,,http://ufcstats.com/fighter-details/fd55393021a8c255,Welterweight,25,0.76
Kyle Nelson,1495,The Monster,180.34,145.0,180.34,Switch,1991-04-20,15,5,1,,http://ufcstats.com/fighter-details/31f8081c7600da93,Featherweight,21,0.7142857142857143
Eduardo Neves,1491,Bebezao,187.96,263.0,198.12,Orthodox,2000-03-16,7,2,0,,http://ufcstats.com/fighter-details/1d688fa375d9431c,Heavyweight,9,0.7777777777777778
Francis Ngannou,1484,The Predator,193.04,250.0,210.82,Orthodox,1986-09-05,17,3,0,,http://ufcstats.com/fighter-details/8d03ce87ca14e778,Heavyweight,20,0.85
Ben Nguyen,1483,Ten,165.1,125.0,165.1,Switch,1988-08-03,16,8,0,,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,Flyweight,24,0.6666666666666666
Steven Nguyen,1482,The Ninja,180.34,145.0,185.42,Switch,1993-05-19,9,1,0,,http://ufcstats.com/fighter-details/69037fc7730e4225,Featherweight,10,0.9
Alex Nicholson,1481,The Spartan,193.04,185.0,195.58,Orthodox,1990-05-02,7,4,0,,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,Middleweight,11,0.6363636363636364
Tom Niinimaki,1475,Stoneface,175.26,145.0,175.26,Orthodox,1982-07-25,22,8,1,,http://ufcstats.com/fighter-details/5fceb45939fc0c8a,Featherweight,31,0.7096774193548387
Guangyou Ning,1469,Smasher,162.56,145.0,162.56,Southpaw,1981-12-15,5,4,1,,http://ufcstats.com/fighter-details/2c1170b825f58e57,Featherweight,10,0.5
Anthony Njokuani,1464,The Assassin,185.42,155.0,190.5,Orthodox,1980-03-01,16,12,0,1.0,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,Lightweight,28,0.5714285714285714
Chidi Njokuani,1463,Bang Bang,190.5,185.0,203.2,Orthodox,1988-12-31,22,10,0,1.0,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,Middleweight,32,0.6875
Antonio Rodrigo Nogueira,1458,Minotauro,190.5,240.0,195.58,Orthodox,1976-06-02,34,10,1,1.0,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,Heavyweight,45,0.7555555555555555
Rogerio Nogueira,1457,Minotouro,187.96,205.0,190.5,Southpaw,1976-06-02,23,10,0,,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,Light Heavyweight,33,0.696969696969697
Tom Nolan,1453,Big Train,190.5,155.0,185.42,Southpaw,2000-03-08,6,0,0,,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,Lightweight,6,1.0
KJ Noons,1451,King,177.8,155.0,177.8,Orthodox,1982-12-07,13,9,0,1.0,http://ufcstats.com/fighter-details/b7ffa72aa148599a,Lightweight,22,0.5909090909090909
Sage Northcutt,1450,Super,182.88,170.0,180.34,Orthodox,1996-03-01,11,2,0,,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,Welterweight,13,0.8461538461538461
Phillipe Nover,1444,The Filipino Assassin,175.26,145.0,182.88,Orthodox,1984-02-03,11,8,1,,http://ufcstats.com/fighter-details/64360e618823a8e4,Featherweight,20,0.55
Taiyilake Nueraji,1443,Super Saiyan,187.96,170.0,190.5,Southpaw,2001-01-12,9,1,0,,http://ufcstats.com/fighter-details/7498b3ac79a3b948,Welterweight,10,0.9
Shayilan Nuerdanbieke,1442,Wolverine,172.72,145.0,175.26,Orthodox,1994-05-04,39,11,0,,http://ufcstats.com/fighter-details/0a73acff6325c1e2,Featherweight,50,0.78
Diego Nunes,1441,The Gun,167.64,145.0,170.18,Orthodox,1982-11-30,19,7,0,,http://ufcstats.com/fighter-details/3a24769a4855040a,Featherweight,26,0.7307692307692307
Amanda Nunes,1440,The Lioness,172.72,135.0,175.26,Orthodox,1988-05-30,23,5,0,,http://ufcstats.com/fighter-details/80fa8218c99f9c58,Bantamweight,28,0.8214285714285714
Josiane Nunes,1437,Josi,157.48000000000002,145.0,170.18,Southpaw,1993-12-23,10,1,0,,http://ufcstats.com/fighter-details/68d35296f566792b,Featherweight,11,0.9090909090909091
Khabib Nurmagomedov,1436,The Eagle,177.8,155.0,177.8,Orthodox,1988-09-20,29,0,0,,http://ufcstats.com/fighter-details/032cc3922d871c7f,Lightweight,29,1.0
Kennedy Nzechukwu,1432,African Savage,195.58,205.0,210.82,Southpaw,1992-06-13,12,4,0,,http://ufcstats.com/fighter-details/8667caa0451d245b,Light Heavyweight,16,0.75
Jake O'Brien,1431,Irish,190.5,205.0,193.04,Orthodox,1984-09-25,15,4,0,,http://ufcstats.com/fighter-details/20bcc9966affb19c,Light Heavyweight,19,0.7894736842105263
Sean O'Connell,1429,The Real OC,185.42,205.0,187.96,Orthodox,1983-09-02,17,9,0,,http://ufcstats.com/fighter-details/cb52f9490c2dc069,Light Heavyweight,26,0.6538461538461539
Sean O'Malley,1426,Sugar,180.34,135.0,182.88,Switch,1994-10-24,17,1,0,1.0,http://ufcstats.com/fighter-details/b50a426a33da0012,Bantamweight,18,0.9444444444444444
Casey O'Neill,1423,King,167.64,125.0,175.26,Orthodox,1997-10-07,9,1,0,,http://ufcstats.com/fighter-details/04835018f90b118c,Flyweight,10,0.9
Brendan O'Reilly,1422,Badger,170.18,170.0,175.26,Orthodox,1987-06-24,6,3,0,1.0,http://ufcstats.com/fighter-details/494b0bfdbac74502,Welterweight,9,0.6666666666666666
Volkan Oezdemir,1417,No Time,187.96,205.0,190.5,Orthodox,1989-09-19,19,7,0,,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Light Heavyweight,26,0.7307692307692307
Trey Ogden,1415,Samurai Ghost,180.34,155.0,182.88,Orthodox,1989-11-14,16,6,0,,http://ufcstats.com/fighter-details/cfc3e7bb44685289,Lightweight,22,0.7272727272727273
Andy Ogle,1414,The Little Axe,172.72,145.0,175.26,Orthodox,1989-02-16,9,6,0,,http://ufcstats.com/fighter-details/b6c4451cb13c9303,Featherweight,15,0.6
Yushin Okami,1409,Thunder,187.96,170.0,190.5,Southpaw,1981-07-21,34,12,0,,http://ufcstats.com/fighter-details/acff437707625fc7,Welterweight,46,0.7391304347826086
JJ Okanovich,1408,The Bosnian Bomber,180.34,155.0,193.04,Orthodox,1990-11-04,7,1,0,,http://ufcstats.com/fighter-details/aa40fe6038db56cb,Lightweight,8,0.875
Bolaji Oki,1407,The Zulu Warrior,177.8,155.0,185.42,Orthodox,1995-11-15,8,1,0,,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,Lightweight,9,0.8888888888888888
Aleksei Oleinik,1404,The Boa Constrictor,187.96,240.0,203.2,Orthodox,1977-06-20,60,17,1,,http://ufcstats.com/fighter-details/98c23cb6da5b3352,Heavyweight,78,0.7692307692307693
Michal Oleksiejczuk,1403,Hussar,182.88,185.0,187.96,Southpaw,1995-02-22,19,6,0,1.0,http://ufcstats.com/fighter-details/0d65c432720accb9,Middleweight,25,0.76
Rafaello Oliveira,1402,Tractor,172.72,155.0,180.34,Orthodox,1982-01-26,17,8,0,,http://ufcstats.com/fighter-details/15b1b21cd743d652,Lightweight,25,0.68
Charles Oliveira,1401,Do Bronxs,177.8,155.0,187.96,Orthodox,1989-10-17,34,9,0,1.0,http://ufcstats.com/fighter-details/07225ba28ae309b6,Lightweight,43,0.7906976744186046
Alex Oliveira,1398,Cowboy,180.34,170.0,193.04,Orthodox,1988-02-21,22,12,1,2.0,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,Welterweight,35,0.6285714285714286
Maria Oliveira,1397,Spider-Girl,167.64,115.0,175.26,Orthodox,1996-12-12,13,7,0,,http://ufcstats.com/fighter-details/37d752ec41ed84bb,Flyweight,20,0.65
Vinicius Oliveira,1394,Lok Dog,175.26,135.0,177.8,Switch,1995-11-30,19,3,0,,http://ufcstats.com/fighter-details/18d01f7f8338ae72,Bantamweight,22,0.8636363636363636
Cameron Olson,1386,Cap'n Crunch,185.42,205.0,190.5,Orthodox,1989-11-22,7,3,0,1.0,http://ufcstats.com/fighter-details/5a9104718439ef44,Light Heavyweight,10,0.7
Charlie Ontiveros,1380,American Bad Boy,187.96,155.0,187.96,Switch,1991-07-04,11,9,0,,http://ufcstats.com/fighter-details/318572f6f74b760d,Lightweight,20,0.55
Brian Ortega,1377,T-City,172.72,145.0,175.26,Switch,1991-02-21,15,3,0,1.0,http://ufcstats.com/fighter-details/def8166ff24bd237,Featherweight,18,0.8333333333333334
Tito Ortiz,1376,The People's Champ,190.5,205.0,187.96,Orthodox,1975-01-23,19,12,1,,http://ufcstats.com/fighter-details/2f732dd9210d301f,Light Heavyweight,32,0.59375
Ode Osbourne,1372,The Jamaican Sensation,170.18,125.0,185.42,Southpaw,1992-01-09,12,6,0,1.0,http://ufcstats.com/fighter-details/6d68c1afe954f121,Flyweight,18,0.6666666666666666
Zak Ottow,1364,The Barbarian,180.34,170.0,182.88,Orthodox,1986-12-22,17,7,0,,http://ufcstats.com/fighter-details/47cd337b86b1af92,Welterweight,24,0.7083333333333334
Alistair Overeem,1361,The Demolition Man,193.04,265.0,203.2,Orthodox,1980-05-17,47,19,0,1.0,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,Heavyweight,66,0.7121212121212122
Alptekin Ozkilic,1357,The Turkish Delight,165.1,125.0,165.1,Orthodox,1986-03-27,9,5,0,,http://ufcstats.com/fighter-details/e18a19001a3f7c7d,Flyweight,14,0.6428571428571429
Teemu Packalen,1352,Pacu,185.42,155.0,190.5,Orthodox,1987-05-22,8,3,0,,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,Lightweight,11,0.7272727272727273
Fernando Padilla,1348,El Valiente,185.42,145.0,193.04,Orthodox,1996-12-15,15,5,0,,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,Featherweight,20,0.75
Damacio Page,1347,The Angel of Death,167.64,135.0,167.64,Orthodox,1982-09-30,19,10,0,,http://ufcstats.com/fighter-details/c96e2ae6021144a1,Bantamweight,29,0.6551724137931034
Dustin Pague,1345,The Disciple,175.26,135.0,187.96,Orthodox,1987-08-05,12,11,0,,http://ufcstats.com/fighter-details/55f80a8aeffcdb33,Bantamweight,23,0.5217391304347826
Dinis Paiva Jr.,1342,Sweetbread,175.26,145.0,180.34,Southpaw,1988-05-26,13,8,0,,http://ufcstats.com/fighter-details/ad3a5e465c76e499,Featherweight,21,0.6190476190476191
Luis Pajuelo,1340,Corazon de Leon,177.8,145.0,175.26,Orthodox,1994-12-18,8,1,0,,http://ufcstats.com/fighter-details/e530df53922f413e,Featherweight,9,0.8888888888888888
Bart Palaszewski,1337,Bartimus,175.26,145.0,177.8,Orthodox,1983-05-30,36,17,0,,http://ufcstats.com/fighter-details/4304992c2acc187b,Featherweight,53,0.6792452830188679
Soa Palelei,1335,The Hulk,193.04,265.0,205.74,Orthodox,1977-07-12,22,5,0,,http://ufcstats.com/fighter-details/60029bcf496bd707,Heavyweight,27,0.8148148148148148
Rousimar Palhares,1334,Toquinho,172.72,170.0,180.34,Orthodox,1980-02-26,19,8,0,,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,Welterweight,27,0.7037037037037037
Alexandre Pantoja,1329,The Cannibal,165.1,125.0,170.18,Orthodox,1990-04-16,26,5,0,,http://ufcstats.com/fighter-details/a0f0004aadf10b71,Flyweight,31,0.8387096774193549
Jared Papazian,1328,The Jackhammer,172.72,135.0,170.18,Southpaw,1988-02-01,20,13,0,1.0,http://ufcstats.com/fighter-details/edad57b3dddf2168,Bantamweight,33,0.6060606060606061
